idData;nrOrders;nrPostMen;idOrder;idPostMan;maxLoad;currentLoad;activeOrder;personalGain;distance;goingToPostOfiice;estimatedTime;proposal;decision
2128;194;11;194;9;7;0;0;1.6;41.693480380589335;0;84;1.6016000000000004;0
2129;194;11;194;4;7;3;7;1.1;33.87692151968148;0;84;1.7886;0
2130;194;11;194;10;7;0;0;2.2;36.00158058349585;0;84;1.9008000000000003;0
2131;194;11;194;11;7;0;0;2.4;29.027358613938752;0;84;1.6728;0
2132;194;11;194;1;10;2;6;1.3;33.8809997529377;0;84;1.0569;1
2133;193;11;194;2;9;8;10;1.4;29.93509170085003;0;84;2.0132000000000003;0
2134;194;11;194;6;7;0;0;1.9;39.8613190238337;0;84;1.8183;0
2135;195;11;195;3;4;0;0;1.5;30.466188604156933;0;84;1.0979999999999999;0
2136;194;11;195;2;9;8;10;1.4;22.656930565895934;0;84;1.5232;0
2137;194;11;195;1;10;1;6;1.3;25.19914783105029;0;84;0.7865;0
2138;194;11;195;8;7;0;0;1.7;25.515693566205776;0;84;1.0421;0
2139;195;11;195;5;7;0;0;2;26.59022301522038;0;84;1.278;0
2140;195;11;195;9;7;0;0;1.6;32.189985550881495;0;84;1.2368000000000001;0
2141;195;11;195;7;7;0;0;1.8;24.100233046277474;0;84;1.0422;0
2142;195;11;195;10;7;0;0;2.2;26.49808575378802;0;84;1.3992000000000002;0
2143;195;11;195;11;7;0;0;2.4;19.523863784230915;0;84;1.1256;0
2144;195;11;195;6;7;0;0;1.9;30.357824194125868;0;84;1.3851;0
2145;195;11;195;4;7;3;7;1.1;25.116576547159895;0;84;1.3266;1
2146;195;11;196;2;9;7;9;1.4;33.64075913468379;0;24;2.2624;0
2147;196;11;196;6;7;0;0;1.9;39.90408699392352;0;24;1.8201999999999998;0
2148;196;11;196;11;7;0;0;2.4;29.070126584028564;0;24;1.6751999999999998;0
2149;196;11;196;4;7;2;6;1.1;36.04970797542956;0;24;0.9515;1
2150;196;11;196;1;10;1;7;1.3;35.92206663737622;0;24;1.1206000000000003;0
2151;195;11;196;3;4;0;0;1.5;40.012451403954586;0;24;1.4415;0
2152;196;11;196;5;7;0;0;2;36.136485815018034;0;24;1.736;0
2153;196;11;196;10;7;0;0;2.2;36.044348553585664;0;24;1.903;0
2154;196;11;196;7;7;0;0;1.8;33.646495846075126;0;24;1.4544000000000001;0
2155;196;11;196;9;7;0;0;1.6;41.73624835067915;0;24;1.6032000000000002;0
2156;196;11;196;8;7;0;0;1.7;35.06195636600343;0;24;1.4314;0
2157;196;11;197;9;7;0;0;1.6;41.28759237966713;0;24;1.5856000000000003;0
2158;196;11;197;11;7;0;0;2.4;28.621470613016555;0;24;1.6488;0
2159;196;11;197;2;9;7;9;1.4;34.351851550659724;0;24;2.3072;0
2160;196;11;197;10;7;0;0;2.2;35.595692582573655;0;24;1.8788000000000002;0
2161;196;11;197;4;7;1;6;1.1;37.30709678798803;0;24;0.9845000000000002;0
2162;196;11;197;3;4;0;0;1.5;39.56379543294257;0;24;1.4249999999999998;0
2163;196;11;197;6;7;0;0;1.9;39.45543102291151;0;24;1.7993000000000001;0
2164;196;11;197;5;7;0;0;2;35.68782984400602;0;24;1.714;0
2165;196;11;197;1;10;1;7;1.3;37.10762559317199;0;24;1.1583;1
2166;196;11;197;8;7;0;0;1.7;34.61330039499141;0;24;1.4126999999999998;0
2167;196;11;197;7;7;0;0;1.8;33.19783987506311;0;24;1.4345999999999999;0
2168;198;11;198;8;7;0;0;1.7;21.415155824307455;0;12;0.8738;0
2169;198;11;198;9;7;0;0;1.6;28.089447808983174;0;12;1.0784;0
2170;198;11;198;6;7;0;0;1.9;26.257286452227547;0;12;1.1969999999999998;0
2171;197;11;198;7;7;0;0;1.8;19.99969530437915;0;12;0.864;0
2172;197;11;198;4;7;1;7;1.1;24.00866354320724;0;12;1.2672000000000003;0
2173;197;11;198;3;4;0;0;1.5;26.36565086225861;0;12;0.9495;0
2174;197;11;198;11;7;0;0;2.4;15.423326042332594;0;12;0.888;0
2175;197;11;198;10;7;0;0;2.2;22.397548011889693;0;12;1.1814000000000002;0
2176;198;11;198;2;9;6;8;1.4;21.74047161125181;0;12;0.7308;0
2177;197;11;198;1;10;0;6;1.3;24.47139842932275;1;12;0.17290000000000003;1
2178;198;11;198;5;7;0;0;2;22.489685273322056;0;12;1.08;0
2179;198;11;199;3;4;0;0;1.5;28.313409225758928;0;96;1.02;0
2180;199;11;199;6;7;0;0;1.9;28.205044815727863;0;96;1.2863;0
2181;199;11;199;7;7;0;0;1.8;21.947453667879465;0;96;0.9485999999999999;0
2182;199;11;199;9;7;0;0;1.6;30.03720617248349;0;96;1.1536000000000002;0
2183;199;11;199;11;7;0;0;2.4;17.37108440583291;0;96;1.0008;0
2184;199;11;199;8;7;0;0;1.7;23.362914187807768;0;96;0.9536999999999999;0
2185;198;11;199;1;10;0;7;1.3;23.0324901261564;1;96;0.23399999999999999;0
2186;198;11;199;2;9;5;7;1.4;23.41840247500395;0;96;0.7868;0
2187;199;11;199;4;7;1;7;1.1;26.47189450581216;0;96;1.3970000000000002;1
2188;199;11;199;10;7;0;0;2.2;24.34530637539001;0;96;1.2848000000000002;0
2189;199;11;199;5;7;0;0;2;24.437443636822373;0;96;1.174;0
2190;199;11;200;2;9;5;7;1.4;29.106988318121008;0;48;0.9786;0
2191;199;11;200;8;7;0;0;1.7;29.136452074618642;0;48;1.19;0
2192;200;11;200;9;7;0;0;1.6;35.810744059294365;0;48;1.3760000000000003;0
2193;199;11;200;3;4;0;0;1.5;34.0869471125698;0;48;1.2285;0
2194;199;11;200;4;7;0;6;1.1;30.419558406465164;1;48;0.04510000000000001;0
2195;199;11;200;7;7;0;0;1.8;27.720991554690336;0;48;1.1987999999999999;0
2196;199;11;200;6;7;0;0;1.9;33.97858270253874;0;48;1.5504;0
2197;199;11;200;5;7;0;0;2;30.210981523633244;0;48;1.452;0
2198;199;11;200;1;10;0;8;1.3;25.46769467963394;1;48;0.4147;1
2199;200;11;200;11;7;0;0;2.4;23.14462229264378;0;48;1.3344;0
2200;200;11;200;10;7;0;0;2.2;30.11884426220088;0;48;1.5906000000000002;0
2201;201;11;201;7;7;0;0;1.8;33.54349198378485;0;60;1.4489999999999998;0
2202;201;11;201;1;10;0;8;1.3;28.088528442061786;1;60;0.0741;1
2203;201;11;201;9;7;0;0;1.6;41.633244488388875;0;60;1.5984000000000003;0
2204;201;11;201;2;9;5;7;1.4;35.49875518650957;0;60;1.1928;0
2205;201;11;201;3;4;0;0;1.5;39.90944754166431;0;60;1.4369999999999998;0
2206;201;11;201;5;7;0;0;2;36.033481952727755;0;60;1.73;0
2207;201;11;201;8;7;0;0;1.7;34.95895250371316;0;60;1.4263;0
2208;201;11;201;10;7;0;0;2.2;35.9413446912954;0;60;1.8964000000000003;0
2209;201;11;201;6;7;0;0;1.9;39.80108313163325;0;60;1.8145;0
2210;201;11;201;11;7;0;0;2.4;28.967122721738292;0;60;1.6680000000000001;0
2211;201;11;201;4;7;0;7;1.1;33.04039216889301;1;60;0.6006000000000001;0
2212;202;11;202;6;7;0;0;1.9;40.371493663236535;0;24;1.8411;0
2213;202;11;202;9;7;0;0;1.6;42.20365501999216;0;24;1.6208;0
2214;202;11;202;8;7;0;0;1.7;35.52936303531644;0;24;1.4501;0
2215;202;11;202;2;9;4;6;1.4;37.719769960596395;0;24;1.267;0
2216;202;11;202;5;7;0;0;2;36.60389248433104;0;24;1.758;0
2217;202;11;202;3;4;0;0;1.5;40.4798580732676;0;24;1.458;0
2218;202;11;202;10;7;0;0;2.2;36.511755222898685;0;24;1.9272000000000002;0
2219;202;11;202;7;7;0;0;1.8;34.11390251538813;0;24;1.4742;0
2220;202;11;202;1;10;0;9;1.3;25.298938973665074;1;24;0.2821;0
2221;202;11;202;11;7;0;0;2.4;29.53753325334158;0;24;1.7015999999999998;0
2222;202;11;202;4;7;0;7;1.1;30.250802700496298;1;24;0.44880000000000003;1
2223;203;11;203;4;7;0;7;1.1;25.76877454314926;1;24;0.6336;1
2224;203;11;203;8;7;0;0;1.7;34.39400154463607;0;24;1.4042000000000001;0
2225;203;11;203;11;7;0;0;2.4;28.40217176266121;0;24;1.6367999999999998;0
2226;203;11;203;5;7;0;0;2;35.468530993650674;0;24;1.704;0
2227;203;11;203;1;10;0;10;1.3;20.816910816318035;1;24;1.3832000000000002;0
2228;203;11;203;7;7;0;0;1.8;32.978541024707766;0;24;1.4256000000000002;0
2229;203;11;203;6;7;0;0;1.9;39.23613217255617;0;24;1.7897999999999998;0
2230;203;11;203;9;7;0;0;1.6;41.06829352931179;0;24;1.5776000000000001;0
2231;203;11;203;2;9;3;5;1.4;37.62360473969681;0;24;1.2642;0
2232;203;11;203;10;7;0;0;2.2;35.37639373221831;0;24;1.8678000000000001;0
2233;203;11;203;3;4;0;0;1.5;39.344496582587226;0;24;1.4175;0
2234;203;11;204;5;7;0;0;2;35.41148261655073;0;72;1.7;0
2235;203;11;204;1;10;10;10;1.3;19.59505184553752;0;72;1.2220000000000002;0
2236;204;11;204;10;7;0;0;2.2;35.319345355118365;0;72;1.8634000000000002;0
2237;204;11;204;9;7;0;0;1.6;41.01124515221184;0;72;1.5744;0
2238;204;11;204;6;7;0;0;1.9;39.17908379545622;0;72;1.7859999999999998;0
2239;204;11;204;11;7;0;0;2.4;28.345123385561266;0;72;1.632;0
2240;204;11;204;7;7;0;0;1.8;32.92149264760782;0;72;1.4220000000000002;0
2241;203;11;204;3;4;0;0;1.5;39.28744820548728;0;72;1.4145;0
2242;203;11;204;4;7;0;8;1.1;22.303392832715982;0;72;1.1770000000000003;1
2243;203;11;204;2;9;3;5;1.4;36.90324978665147;0;72;1.2389999999999999;0
2244;204;11;204;8;7;0;0;1.7;34.33695316753612;0;72;1.4008;0
2245;205;11;205;3;4;0;0;1.5;31.781775976232392;0;12;1.1445;0
2246;205;11;205;1;10;10;10;1.3;15.309379616282628;0;12;0.9542;1
2247;204;11;205;6;7;0;0;1.9;31.673411566201327;0;12;1.444;0
2248;204;11;205;8;7;0;0;1.7;26.831280938281232;0;12;1.0948;0
2249;204;11;205;11;7;0;0;2.4;20.839451156306374;0;12;1.2;0
2250;204;11;205;4;7;0;9;1.1;11.577720603461092;0;12;0.6116000000000001;0
2251;204;11;205;10;7;0;0;2.2;27.813673125863474;0;12;1.4674000000000003;0
2252;205;11;205;5;7;0;0;2;27.905810387295837;0;12;1.3399999999999999;0
2253;204;11;205;9;7;0;0;1.6;33.50557292295696;0;12;1.2864000000000002;0
2254;204;11;205;2;9;3;5;1.4;29.338588235081787;0;12;0.9855999999999999;0
2255;204;11;205;7;7;0;0;1.8;25.41582041835293;0;12;1.098;0
2256;206;11;206;6;7;0;0;1.9;43.924792824461036;0;84;2.0026;0
2257;206;11;206;1;10;9;9;1.3;30.616565514090947;0;84;0.9555000000000001;1
2258;206;11;206;3;4;0;0;1.5;44.03315723449211;0;84;1.5855;0
2259;206;11;206;7;7;0;0;1.8;37.66720167661264;0;84;1.6272;0
2260;206;11;206;11;7;0;0;2.4;33.09083241456609;0;84;1.9056;0
2261;206;11;206;10;7;0;0;2.2;40.06505438412319;0;84;2.1142000000000003;0
2262;206;11;206;5;7;0;0;2;40.15719164555555;0;84;1.928;0
2263;206;11;206;8;7;0;0;1.7;39.082662196540944;0;84;1.5946;0
2264;206;11;206;4;7;6;9;1.1;25.917144244265817;0;84;1.3684000000000003;0
2265;206;11;206;9;7;0;0;1.6;45.75695418121667;0;84;1.7568000000000001;0
2266;206;11;206;2;9;3;5;1.4;42.11825712506078;0;84;1.4154;0
2267;206;11;207;8;7;0;0;1.7;17.60137526874903;0;12;0.7191;0
2268;206;11;207;2;9;3;5;1.4;21.735015609334774;0;12;0.7308;0
2269;206;11;207;11;7;0;0;2.4;11.609545486774168;0;12;0.6695999999999999;0
2270;206;11;207;9;7;0;0;1.6;24.27566725342475;0;12;0.9328000000000002;0
2271;206;11;207;4;7;6;9;1.1;7.7596780822330835;0;12;0.41140000000000004;0
2272;206;11;207;1;10;8;9;1.3;8.923354518197007;0;12;0.2782;1
2273;206;11;207;3;4;0;0;1.5;22.551870306700188;0;12;0.8130000000000001;0
2274;206;11;207;6;7;0;0;1.9;22.443505896669123;0;12;1.0241;0
2275;206;11;207;5;7;0;0;2;18.675904717763633;0;12;0.8979999999999999;0
2276;206;11;207;7;7;0;0;1.8;16.185914748820725;0;12;0.7001999999999999;0
2277;206;11;207;10;7;0;0;2.2;18.58376745633127;0;12;0.9812000000000001;0
2278;208;11;208;4;7;6;9;1.1;19.431299685924795;0;60;1.0274;0
2279;208;11;208;3;4;0;0;1.5;30.88575780126429;0;60;1.113;0
2280;208;11;208;2;9;1;3;1.4;31.722788567428008;0;60;1.0668;0
2281;208;11;208;5;7;0;0;2;27.009792212327735;0;60;1.298;0
2282;208;11;208;1;10;7;9;1.3;16.747187498633103;0;60;0.5226000000000001;0
2283;208;11;208;10;7;0;0;2.2;26.917654950895372;0;60;1.4212000000000002;0
2284;208;11;208;6;7;0;0;1.9;30.777393391233225;0;60;1.4041;0
2285;208;11;208;11;7;0;0;2.4;19.94343298133827;0;60;1.1496;0
2286;208;11;208;9;7;0;0;1.6;32.60955474798885;0;60;1.2528000000000001;0
2287;208;11;208;8;7;0;0;1.7;25.935262763313133;0;60;1.0591;1
2288;208;11;208;7;7;0;0;1.8;24.519802243384827;0;60;1.0602;0
2289;209;11;209;7;7;0;0;1.8;27.57933772827565;0;48;1.1916;0
2290;209;11;209;11;7;0;0;2.4;23.002968466229092;0;48;1.3248;0
2291;209;11;209;4;7;5;8;1.1;25.6617119020212;0;48;1.3552000000000002;0
2292;209;11;209;2;9;1;3;1.4;36.19571377697224;0;48;1.2166;1
2293;209;11;209;5;7;0;0;2;30.069327697218558;0;48;1.444;0
2294;208;11;209;3;4;0;0;1.5;33.94529328615511;0;48;1.2225;0
2295;209;11;209;1;10;7;10;1.3;19.641199768894513;0;48;1.2246;0
2296;209;11;209;9;7;0;0;1.6;35.669090232879675;0;48;1.3696000000000002;0
2297;209;11;209;8;7;0;0;1.7;28.994798248203956;0;48;1.1831999999999998;0
2298;209;11;209;6;7;0;0;1.9;33.83692887612405;0;48;1.5428;0
2299;209;11;209;10;7;0;0;2.2;29.977190435786195;0;48;1.5818000000000003;0
2300;210;11;210;1;10;7;10;1.3;16.725515315417546;0;24;1.0426000000000002;0
2301;210;11;210;8;7;0;1;1.7;21.303691995805483;1;24;0.35869999999999996;0
2302;210;11;210;11;7;0;0;2.4;18.668528880497288;0;24;1.0752;0
2303;210;11;210;9;7;0;0;1.6;31.334650647147868;0;24;1.2032;0
2304;210;11;210;3;4;0;0;1.5;29.610853700423306;0;24;1.0665;0
2305;210;11;210;10;7;0;0;2.2;25.64275085005439;0;24;1.353;0
2306;209;11;210;2;9;0;2;1.4;32.61316337732377;1;24;0.2954;1
2307;209;11;210;5;7;0;0;2;25.734888111486754;0;24;1.236;0
2308;210;11;210;4;7;4;7;1.1;23.363799099986966;0;24;1.2342;0
2309;210;11;210;6;7;0;0;1.9;29.50248929039224;0;24;1.3452;0
2310;210;11;210;7;7;0;0;1.8;23.244898142543846;0;24;1.0044;0
2311;210;11;211;11;7;0;0;2.4;19.79544767464224;0;24;1.14;0
2312;211;11;211;7;7;0;0;1.8;24.371816936688795;0;24;1.053;0
2313;211;11;211;8;7;0;1;1.7;19.212277456617098;1;24;0.40459999999999996;0
2314;211;11;211;9;7;0;0;1.6;32.46156944129282;0;24;1.2464000000000002;0
2315;211;11;211;3;4;0;0;1.5;30.737772494568258;0;24;1.107;0
2316;210;11;211;5;7;0;0;2;26.861806905631703;0;24;1.29;0
2317;210;11;211;2;9;0;3;1.4;30.521748838135395;1;24;0.2954;1
2318;210;11;211;1;10;6;9;1.3;19.393489855438663;0;24;0.6044999999999999;0
2319;211;11;211;6;7;0;0;1.9;30.629408084537193;0;24;1.3964999999999999;0
2320;211;11;211;4;7;4;7;1.1;26.6516277114822;0;24;1.4058000000000002;0
2321;211;11;211;10;7;0;0;2.2;26.76966964419934;0;24;1.4124;0
2322;211;11;212;4;7;3;6;1.1;36.2875178920921;0;24;0.9581000000000001;0
2323;211;11;212;9;7;0;0;1.6;40.12654927641118;0;24;1.5408000000000002;0
2324;211;11;212;11;7;0;0;2.4;27.460427509760606;0;24;1.5816000000000001;0
2325;211;11;212;1;10;6;9;1.3;26.880720483932073;0;24;0.8385;0
2326;211;11;212;7;7;0;0;1.8;32.03679677180716;0;24;1.3841999999999999;0
2327;211;11;212;3;4;0;0;1.5;38.40275232968662;0;24;1.383;0
2328;211;11;212;2;9;0;4;1.4;34.830062006587085;1;24;0.4676;1
2329;211;11;212;6;7;0;0;1.9;38.29438791965556;0;24;1.7461;0
2330;211;11;212;8;7;0;1;1.7;23.5205906250688;1;24;0.6018;0
2331;211;11;212;5;7;0;0;2;34.52678674075007;0;24;1.658;0
2332;211;11;212;10;7;0;0;2.2;34.434649479317706;0;24;1.8172000000000004;0
2333;212;11;213;7;7;0;0;1.8;36.52683403621292;0;36;1.5786;0
2334;212;11;213;2;9;0;5;1.4;35.94843260432618;1;36;0.5152;1
2335;212;11;213;11;7;0;0;2.4;31.950464774166356;0;36;1.8408;0
2336;212;11;213;10;7;0;0;2.2;38.924686743723456;0;36;2.0548;0
2337;212;11;213;9;7;0;0;1.6;44.61658654081694;0;36;1.7136000000000005;0
2338;212;11;213;8;7;0;1;1.7;24.638961222807886;1;36;0.5864999999999999;0
2339;212;11;213;3;4;0;0;1.5;42.89278959409238;0;36;1.545;0
2340;213;11;213;4;7;3;6;1.1;40.895292482412145;0;36;1.0802;0
2341;213;11;213;6;7;0;0;1.9;42.78442518406131;0;36;1.9513000000000003;0
2342;212;11;213;1;10;6;9;1.3;32.35868376157414;0;36;1.0101;0
2343;213;11;213;5;7;0;0;2;39.016824005155826;0;36;1.874;0
2344;214;11;214;2;9;0;6;1.4;24.174288472815736;1;12;0.1568;1
2345;213;11;214;6;7;0;0;1.9;34.37028105255087;0;12;1.5675;0
2346;213;11;214;1;10;6;9;1.3;25.812196342820435;0;12;0.806;0
2347;214;11;214;7;7;0;0;1.8;28.112689904702474;0;12;1.215;0
2348;214;11;214;10;7;0;0;2.2;30.51054261221302;0;12;1.6104;0
2349;214;11;214;11;7;0;0;2.4;23.536320642655916;0;12;1.3559999999999999;0
2350;214;11;214;5;7;0;0;2;30.602679873645382;0;12;1.47;0
2351;214;11;214;4;7;2;5;1.1;34.07221448162967;0;12;0.8998000000000002;0
2352;214;11;214;3;4;0;0;1.5;34.47864546258194;0;12;1.242;0
2353;214;11;214;9;7;0;0;1.6;36.2024424093065;0;12;1.3904;0
2354;214;11;214;8;7;1;1;1.7;14.464158374314138;0;12;0.5899000000000001;0
2355;215;11;215;11;7;0;0;2.4;27.942997592847178;0;84;1.6104;0
2356;215;11;215;7;7;0;0;1.8;32.51936685489373;0;84;1.4058;0
2357;215;11;215;6;7;0;0;1.9;38.776958002742134;0;84;1.7689;0
2358;215;11;215;9;7;0;0;1.6;40.60911935949776;0;84;1.5600000000000003;0
2359;215;11;215;4;7;1;4;1.1;38.378870445866816;0;84;1.0131000000000001;0
2360;215;11;215;10;7;0;0;2.2;34.917219562404284;0;84;1.8436000000000003;0
2361;215;11;215;1;10;6;9;1.3;32.520564947339324;0;84;1.0152999999999999;0
2362;215;11;215;3;4;0;0;1.5;38.8853224127732;0;84;1.4009999999999998;0
2363;215;11;215;8;7;1;1;1.7;22.0858353245054;0;84;0.901;0
2364;215;11;215;2;9;0;7;1.4;25.365965423006998;1;84;0.287;1
2365;215;11;215;5;7;0;0;2;35.00935682383664;0;84;1.682;0
2366;216;11;216;5;7;0;0;2;20.960502049337443;0;12;1.008;0
2367;216;11;216;3;4;0;0;1.5;24.836467638273998;0;12;0.8955;0
2368;216;11;216;10;7;0;0;2.2;20.86836478790508;0;12;1.1022;0
2369;215;11;216;2;9;0;8;1.4;7.9554439818411335;1;12;0.1358;1
2370;216;11;216;9;7;0;0;1.6;26.56026458499856;0;12;1.0208000000000002;0
2371;216;11;216;8;7;1;1;1.7;11.398647216672867;0;12;0.46580000000000005;0
2372;216;11;216;11;7;0;0;2.4;13.894142818347976;0;12;0.8015999999999999;0
2373;216;11;216;6;7;0;0;1.9;24.728103228242933;0;12;1.1285999999999998;0
2374;216;11;216;7;7;0;0;1.8;18.470512080394535;0;12;0.7991999999999999;0
2375;216;11;216;4;7;1;4;1.1;24.2983824820862;0;12;0.6424;0
2376;215;11;216;1;10;5;8;1.3;21.19493823486199;0;12;0.6617000000000001;0
2377;216;11;217;4;7;1;4;1.1;39.94194378084656;0;12;1.0538;1
2378;217;11;217;6;7;0;0;1.9;39.84168221992424;0;12;1.8163999999999998;0
2379;216;11;217;8;7;1;1;1.7;29.92055954168751;0;12;1.2206;0
2380;216;11;217;9;7;0;0;1.6;41.67384357667987;0;12;1.6;0
2381;216;11;217;5;7;0;0;2;36.07408104101875;0;12;1.732;0
2382;216;11;217;1;10;4;7;1.3;38.07344373744336;0;12;1.1882000000000001;0
2383;216;11;217;2;9;0;9;1.4;19.66068964018911;1;12;0.2576;0
2384;217;11;217;11;7;0;0;2.4;29.007721810029288;0;12;1.6703999999999999;0
2385;216;11;217;3;4;0;0;1.5;39.95004662995531;0;12;1.4385000000000001;0
2386;216;11;217;10;7;0;0;2.2;35.98194377958639;0;12;1.8986;0
2387;217;11;217;7;7;0;0;1.8;33.58409107207584;0;12;1.4508;0
2388;217;11;218;3;4;0;0;1.5;31.482463359068923;0;12;1.134;0
2389;217;11;218;6;7;0;0;1.9;31.374098949037858;0;12;1.4306999999999999;0
2390;218;11;218;8;7;0;0;1.7;23.799441185671746;0;12;0.9706999999999999;0
2391;217;11;218;1;10;3;6;1.3;28.613780001156957;0;12;0.8931000000000001;0
2392;217;11;218;2;9;9;10;1.4;13.350171555949498;0;12;0.8959999999999999;0
2393;218;11;218;9;7;0;0;1.6;33.206260305793485;0;12;1.2752000000000001;0
2394;218;11;218;11;7;0;0;2.4;20.5401385391429;0;12;1.1832;0
2395;218;11;218;7;7;0;0;1.8;25.11650780118946;0;12;1.0854;0
2396;218;11;218;10;7;0;0;2.2;27.514360508700005;0;12;1.4520000000000002;0
2397;217;11;218;4;7;0;3;1.1;29.8492554424962;1;12;0.2816;1
2398;217;11;218;5;7;0;0;2;27.606497770132368;0;12;1.326;0
2399;219;11;219;7;7;0;0;1.8;36.21987445493457;0;36;1.566;0
2400;219;11;219;9;7;0;0;1.6;44.30962695953859;0;36;1.7024000000000001;0
2401;219;11;219;10;7;0;0;2.2;38.61772716244511;0;36;2.0394;0
2402;219;11;219;3;4;0;0;1.5;42.58583001281403;0;36;1.5345000000000002;0
2403;218;11;219;4;7;0;4;1.1;37.587622096241304;1;36;0.35860000000000003;1
2404;219;11;219;8;7;0;0;1.7;34.90280783941685;0;36;1.4246;0
2405;219;11;219;5;7;0;0;2;38.70986442387748;0;36;1.8599999999999999;0
2406;219;11;219;11;7;0;0;2.4;31.643505192888007;0;36;1.8239999999999998;0
2407;219;11;219;6;7;0;0;1.9;42.477465602782964;0;36;1.938;0
2408;219;11;219;1;10;3;6;1.3;38.689936393022506;0;36;1.2077;0
2409;218;11;219;2;9;8;9;1.4;26.80650647741016;0;36;1.8032;0
2410;220;11;220;7;7;0;0;1.8;26.150418799527536;0;84;1.1304;0
2411;219;11;220;4;7;0;5;1.1;24.093166440834278;1;84;0.09240000000000001;1
2412;219;11;220;1;10;3;6;1.3;28.22591064044891;0;84;0.8814000000000001;0
2413;219;11;220;3;4;0;0;1.5;32.516374357406995;0;84;1.1715;0
2414;219;11;220;10;7;0;0;2.2;28.54827150703808;0;84;1.5070000000000003;0
2415;220;11;220;9;7;0;0;1.6;34.24017130413156;0;84;1.3152000000000001;0
2416;219;11;220;11;7;0;0;2.4;21.574049537480978;0;84;1.2432;0
2417;219;11;220;2;9;8;9;1.4;19.417682751823;0;84;1.3048;0
2418;220;11;220;8;7;0;0;1.7;24.83335218400982;0;84;1.0132;0
2419;220;11;220;6;7;0;0;1.9;32.40800994737593;0;84;1.4782;0
2420;219;11;220;5;7;0;0;2;28.640408768470444;0;84;1.376;0
2421;220;11;221;1;10;3;6;1.3;26.984044630116564;0;12;0.8424;0
2422;220;11;221;2;9;6;7;1.4;19.384378674054087;0;12;0.6523999999999999;0
2423;221;11;221;8;7;0;0;1.7;23.323993055628137;0;12;0.9520000000000001;0
2424;221;11;221;9;7;0;0;1.6;32.730812175749875;0;12;1.2576;0
2425;221;11;221;10;7;0;0;2.2;27.03891237865639;0;12;1.4278000000000002;0
2426;220;11;221;5;7;0;0;2;27.131049640088754;0;12;1.3039999999999998;0
2427;220;11;221;3;4;0;0;1.5;31.007015229025313;0;12;1.1175;0
2428;221;11;221;4;7;0;6;1.1;19.37714064578592;1;12;0.2695;1
2429;221;11;221;11;7;0;0;2.4;20.064690409099292;0;12;1.1567999999999998;0
2430;221;11;221;6;7;0;0;1.9;30.89865081899425;0;12;1.4098;0
2431;221;11;221;7;7;0;0;1.8;24.641059671145847;0;12;1.0655999999999999;0
2432;221;11;222;11;7;0;0;2.4;32.597083645540586;0;60;1.8768;0
2433;221;11;222;6;7;0;0;1.9;43.43104405543554;0;60;1.9798;0
2434;221;11;222;7;7;0;0;1.8;37.17345290758715;0;60;1.6056000000000001;0
2435;221;11;222;9;7;0;0;1.6;45.26320541219117;0;60;1.7376000000000003;0
2436;221;11;222;3;4;0;0;1.5;43.53940846546661;0;60;1.5675;0
2437;221;11;222;8;7;0;0;1.7;35.85638629206943;0;60;1.4620000000000002;0
2438;221;11;222;10;7;0;0;2.2;39.571305615097685;0;60;2.0878;0
2439;221;11;222;4;7;0;7;1.1;28.56953388222722;1;60;0.6798000000000001;0
2440;221;11;222;2;9;6;7;1.4;31.415469527123623;0;60;1.0555999999999999;1
2441;221;11;222;5;7;0;0;2;39.663442876530056;0;60;1.904;0
2442;221;11;222;1;10;3;6;1.3;40.41965306990993;0;60;1.261;0
2443;223;11;223;10;7;0;0;2.2;31.672132580539106;0;48;1.6720000000000002;0
2444;223;11;223;5;7;0;0;2;31.76426984197147;0;48;1.5259999999999998;0
2445;223;11;223;8;7;0;0;1.7;27.95721325751085;0;48;1.1407;0
2446;223;11;223;6;7;0;0;1.9;35.53187102087696;0;48;1.6206999999999998;0
2447;223;11;223;11;7;0;0;2.4;24.697910610982007;0;48;1.4231999999999998;0
2448;223;11;223;7;7;0;0;1.8;29.27427987302856;0;48;1.2653999999999999;0
2449;222;11;223;2;9;6;7;1.4;24.266024323166747;0;48;0.8161999999999999;1
2450;223;11;223;3;4;0;0;1.5;35.64023543090803;0;48;1.284;0
2451;223;11;223;4;7;0;8;1.1;17.297027514335305;0;48;0.913;0
2452;223;11;223;9;7;0;0;1.6;37.36403237763259;0;48;1.4352;0
2453;222;11;223;1;10;2;5;1.3;33.977388954873106;0;48;1.0608000000000002;0
2454;224;11;224;5;7;0;0;2;33.13889968711669;0;84;1.592;0
2455;224;11;224;3;4;0;0;1.5;37.01486527605325;0;84;1.3335;0
2456;224;11;224;7;7;0;0;1.8;30.648909718173787;0;84;1.3248;0
2457;224;11;224;9;7;0;0;1.6;38.73866222277781;0;84;1.4880000000000002;0
2458;224;11;224;11;7;0;0;2.4;26.07254045612723;0;84;1.5024;0
2459;223;11;224;2;9;5;7;1.4;25.657529599420098;0;84;0.8623999999999999;0
2460;223;11;224;1;10;2;5;1.3;34.585597989317634;0;84;1.0790000000000002;0
2461;224;11;224;8;7;0;0;1.7;29.331843102656073;0;84;1.1967999999999999;0
2462;224;11;224;4;7;7;8;1.1;17.101424399740345;0;84;0.9042000000000001;1
2463;224;11;224;6;7;0;0;1.9;36.906500866022185;0;84;1.6834;0
